DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
247,5.31483
280,2.67725
253,2.67725
171,2.67725
273,2.67725
9,4.62101
142,2.67725
4,2.67725
69,2.67725
227,2.67725
139,2.67725
308,15.472823
141,2.67725
106,6.09812
289,2.67725
145,2.67725
180,2.67725
189,2.67725
232,2.67725
117,7.27311
107,6.09812
152,2.67725
226,2.67725
122,2.67725
300,2.67725
21,2.67725
239,2.67725
206,2.67725
313,21.33173
32,2.67725
271,2.67725
56,2.67725
205,2.67725
301,2.67725
299,2.67725
160,2.67725
257,2.67725
230,2.67725
63,2.67725
166,2.67725
262,2.67725
305,2.67725
134,2.67725
155,2.67725
99,2.67725
288,2.67725
159,2.67725
281,2.67725
234,2.67725
66,2.67725
173,2.67725
96,6.09812
196,2.67725
135,2.67725
163,2.67725
228,2.67725
87,6.09812
85,6.09812
91,2.67725
57,2.67725
59,2.67725
297,2.67725
44,2.67725
31,2.67725
246,2.67725
260,2.67725
213,2.67725
156,2.67725
174,2.67725
118,2.67725
291,2.67725
178,2.67725
172,2.67725
47,2.67725
296,2.67725
184,2.67725
272,2.67725
218,2.67725
130,2.67725
73,2.67725
100,6.09812
278,2.67725
42,7.721909999999999
104,6.09812
94,2.67725
153,2.67725
49,2.67725
111,143.28842600000002
270,2.67725
245,2.67725
132,2.67725
169,2.67725
12,2.67725
144,2.67725
150,2.67725
95,2.67725
138,2.67725
249,5.31483
23,2.67725
58,2.67725
35,4.00807
295,2.67725
204,2.67725
10,2.67725
298,2.67725
147,2.67725
52,2.67725
25,2.67725
182,2.67725
214,2.67725
65,11.584852
309,30.062203
136,2.67725
219,2.67725
294,2.67725
275,2.67725
287,2.67725
149,2.67725
76,6.09812
267,2.67725
238,2.67725
310,15.98385
36,2.67725
285,2.67725
45,2.67725
306,2.67725
190,2.67725
195,2.67725
7,2.67725
202,2.67725
51,2.67725
217,2.67725
191,2.67725
133,8.55365
50,2.67725
89,6.09812
72,8.31144
254,2.67725
98,6.09812
46,2.67725
261,2.67725
176,2.67725
37,2.67725
277,2.67725
154,2.67725
14,18.609872999999997
304,2.67725
200,15.50297
74,2.67725
210,2.67725
265,2.67725
114,2.67725
48,2.67725
119,2.67725
124,2.67725
116,6.156409999999999
307,2.67725
311,2.67725
64,2.67725
41,12.658140000000001
22,13.683595
211,2.67725
27,8.547213
39,2.67725
30,2.67725
221,2.67725
102,6.09812
20,2.67725
168,2.67725
26,2.67725
290,2.67725
157,2.67725
84,6.09812
115,2.67725
225,2.67725
274,2.67725
188,2.67725
209,2.67725
207,2.67725
231,2.67725
101,6.09812
53,2.67725
282,2.67725
158,2.67725
80,2.67725
5,2.67725
256,2.67725
15,12.704812
199,2.67725
233,2.67725
43,2.67725
162,2.67725
110,2.67725
71,2.67725
251,2.67725
18,2.67725
92,6.09812
38,2.67725
192,2.67725
197,2.67725
303,2.67725
105,2.67725
128,2.67725
70,2.67725
183,2.67725
179,2.67725
29,2.67725
137,2.67725
108,6.09812
8,2.67725
224,2.67725
284,2.67725
77,6.09812
258,2.67725
293,2.67725
112,2.67725
255,2.67725
143,2.67725
88,6.09812
187,2.67725
33,2.67725
244,2.67725
286,2.67725
146,2.67725
62,2.67725
17,2.67725
181,2.67725
60,2.67725
81,6.09812
123,2.67725
6,2.67725
113,2.67725
90,6.09812
248,5.31483
266,2.67725
170,2.67725
263,2.67725
167,2.67725
220,2.67725
276,2.67725
242,2.67725
131,2.67725
93,6.09812
186,2.67725
194,2.67725
103,2.67725
193,2.67725
235,2.67725
75,2.67725
78,6.09812
2,28.68125
236,2.67725
208,2.67725
140,2.67725
175,2.67725
24,2.67725
129,2.67725
34,2.67725
212,2.67725
201,2.67725
240,2.67725
252,2.67725
215,2.67725
268,2.67725
40,2.67725
125,2.67725
55,2.67725
223,2.67725
198,2.67725
292,2.67725
16,48.504667
237,2.67725
79,6.09812
250,2.67725
312,2.67725
3,28.68125
243,2.67725
86,6.09812
302,2.67725
11,2.67725
121,2.67725
54,2.67725
259,2.67725
177,2.67725
283,2.67725
82,2.67725
164,2.67725
161,2.67725
127,2.67725
165,2.67725
203,2.67725
151,2.67725
67,2.67725
83,2.67725
13,2.67725
1,2.67725
126,2.67725
269,2.67725
185,2.67725
97,6.09812
120,2.67725
61,2.67725
229,2.67725
28,2.67725
222,2.67725
68,2.67725
109,6.09812
19,2.67725
279,2.67725
264,2.67725
148,2.67725
241,2.67725
216,2.67725
