DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
80,2.5557
105,2.5557
278,2.5557
152,2.5557
293,2.5557
163,2.5557
288,2.5557
125,2.5557
205,2.5557
183,2.5557
93,2.5557
81,2.5557
5,2.5557
286,2.5557
91,2.5557
249,2.5557
194,2.5557
33,2.5557
255,2.5557
42,2.5557
22,2.5557
297,2.5557
62,2.5557
149,2.5557
256,2.5557
69,2.5557
145,2.5557
216,2.5557
263,2.5557
181,2.5557
138,2.5557
182,2.5557
46,2.5557
94,2.5557
77,2.5557
119,2.5557
47,2.5557
52,2.8517219999999996
243,2.5557
118,2.5557
103,2.5557
146,2.5557
141,2.5557
272,2.5557
176,2.5557
108,2.5557
37,2.5557
227,2.5557
257,2.5557
25,2.5557
19,2.5557
72,2.5557
76,2.5557
306,2.5557
262,2.5557
58,2.5557
101,2.5557
303,2.5557
198,2.5557
279,2.5557
34,2.5557
282,2.5557
202,2.5557
211,2.5557
265,2.5557
100,2.5557
258,2.5557
45,2.5557
164,2.5557
271,2.5557
44,2.5557
175,2.5557
192,2.5557
250,2.5557
88,2.5557
186,2.5557
79,2.5557
222,2.5557
107,2.5557
29,2.5557
298,2.5557
197,2.5557
111,3.5640759999999996
150,2.5557
61,2.5557
268,2.5557
18,2.5557
260,2.5557
270,2.5557
48,2.5557
114,2.5557
169,2.5557
133,2.5557
157,2.5557
301,2.5557
144,2.5557
206,2.5557
148,2.5557
140,2.5557
132,2.5557
112,2.5557
113,2.5557
302,2.5557
116,2.5557
104,2.5557
102,2.5557
225,2.5557
284,2.5557
251,2.5557
180,2.5557
115,2.5557
213,2.5557
43,2.5557
246,2.5557
269,2.5557
1,2.5557
217,2.5557
139,2.5557
89,2.5557
96,2.5557
10,2.5557
259,2.5557
189,2.5557
74,2.5557
12,2.5557
70,2.5557
98,2.5557
109,2.5557
84,2.5557
223,2.5557
212,2.5557
142,2.5557
242,2.5557
59,2.5557
307,2.5557
239,2.5557
7,2.5557
67,2.5557
155,2.5557
218,2.5557
124,2.5557
154,2.5557
23,2.5557
203,2.5557
129,2.5557
231,2.5557
193,2.5557
228,2.5557
245,2.5557
304,2.5557
247,2.5557
248,2.5557
54,2.5557
13,2.5557
51,2.5557
165,2.5557
273,2.5557
159,2.5557
153,2.5557
28,2.5557
32,2.5557
99,2.5557
292,2.5557
143,2.5557
122,2.5557
188,2.5557
110,2.5557
135,2.5557
60,2.5557
21,2.5557
82,2.5557
172,2.5557
311,2.5557
308,2.5557
49,2.5557
26,2.5557
160,2.5557
35,2.5557
136,2.5557
41,2.5557
57,2.5557
68,2.5557
221,2.5557
117,2.5557
296,2.5557
187,2.5557
236,2.5557
147,2.5557
95,2.5557
299,2.5557
200,2.5557
215,2.5557
36,2.5557
237,2.5557
201,2.5557
178,2.5557
123,2.5557
267,2.5557
56,2.5557
30,2.5557
167,2.5557
275,2.5557
63,2.5557
4,2.5557
174,2.5557
20,2.5557
92,2.5557
168,2.5557
238,2.5557
285,2.5557
17,2.5557
190,2.5557
290,2.5557
179,2.5557
281,2.5557
9,2.5557
127,2.5557
14,2.5557
16,2.5557
120,2.5557
235,2.5557
50,2.5557
97,2.5557
219,2.5557
31,2.5557
241,2.5557
166,2.5557
134,2.5557
280,2.5557
15,2.5557
38,2.5557
177,2.5557
199,2.5557
151,2.5557
276,2.5557
78,2.5557
252,2.5557
66,2.5557
85,2.5557
184,2.5557
204,2.5557
156,2.5557
71,2.5557
126,2.5557
27,2.5557
274,2.5557
261,2.5557
40,2.5557
173,2.5557
210,2.5557
208,2.5557
24,2.5557
64,2.5557
230,2.5557
233,2.5557
232,2.5557
312,2.5557
220,2.5557
8,2.5557
65,2.5557
224,2.5557
11,2.5557
106,2.5557
310,2.5557
214,2.5557
130,2.5557
289,2.5557
158,2.5557
171,2.5557
128,2.5557
253,2.5557
209,2.5557
264,2.5557
73,2.5557
137,2.5557
305,2.5557
309,2.5557
240,2.5557
291,2.5557
90,2.5557
226,2.5557
185,2.5557
229,2.5557
170,2.5557
83,2.5557
277,2.5557
244,2.5557
121,2.5557
75,2.5557
283,2.5557
86,2.5557
294,2.5557
266,2.5557
234,2.5557
131,2.5557
207,2.5557
195,2.5557
55,2.5557
39,2.5557
196,2.5557
53,2.8517219999999996
162,2.5557
87,2.5557
6,2.5557
287,2.5557
300,2.5557
295,2.5557
191,2.5557
313,2.5557
161,2.5557
254,2.5557
